0x1148aa558d9b607d8f4b29743c610369b2ddf461;1246174757580000000000000
0x45a29e99bc8dff396afbd68a5446740b8f200d71;854610925746111000000000
0x9111dabf6792f7f7fd8f4b29cfcb99db026495b3;330000000000000000000000
0x44a6d38c57a3e2168afc1b1cad8b82f0d86410cd;495000000000000000000000
0x8197350c6adf0ff9dd9313950193836b096e9e4c;495000000000000000000000
0xc0c44ba2dedf7a393c7b2073ea3aeaedb71babbc;165100000000000000000000
0x5c8555062431e2ebdbfc18f04a848c3b8040ad50;990000000000000000000000
0xc0e9b444ff2102d390bfedbc2d70967f35b82076;60507339695000000000000
0x555cdb6676dcac4d1a72b39730b1c37028d24a38;364088516695505000000000
0xba84e938f8b44cd8a634e1b989fdf41e873f0e19;447037166730000000000000
0xb762ad840154aaa072e9d17b3219c4e8209d2747;664061555190000000000000
0x8ece225f4c2a75b7e120183fb3e00cc1adfb01f3;688857850671153000000000
0x4d7e3dc19a4fc01774d53a8bae2bf90dff1dc8c1;526069775000000000000000
0x9d012cf89e9810a6929dfafc19ad4a465c3d22ce;2681636528697260000000000
0xf1552c024d9596e04afcdf81c6e6e0afb9ae8327;1410316527001060000000000
0x026c0b9d8a38daf5d016f93038e041d43f1fe854;20824053800000000000000
0x0e60e3a840c950c2de29c6b3ff4ebce3dc0f72a3;616629937172878000000000
0x4fc8aee3e4cda2f3431d0794a1e626cba5ecbcaf;403117651610000000000000
0x4098d692aa354f5515d471e7bd01e6769404ad0e;426055384615384000000000
0x3b419ddb5d3634ab3abce678900cd851476b3982;12870544610000000000000
0x7b611741279fb744f670fbaa4bf8aa7a78c2323e;238319721843311000000000
0xc66f231d2a0a6ff4ed476ee2b4659822a0e70d77;499863496145454000000000
0x41f0e6a534caea2a9dd27588220a8b97ac876b0a;38238213200000000000000
0x53c0312c3f027358cf12b04219b30048ea00e59d;329059073200000000000000
0x8adb6a34936c7deb8d5330ca600e58bfc0d60e59;766996635680000000000000
0x1b2cccb1416f37eb18ffd75efb4c0000a93374e2;1829477455465000000000000
0x5681db6655d330e86a04f87d2abbf2c740596ff4;1275779798810000000000000
0x6d87edd4ef33e4130b4eee4960573f755e86ee54;4516349671810000000000000
0xccdb704a8e3db8211c3f5719b939f8463c26e4ad;1345564986809220000000000
0x79f3677eb1f41bd0b2be6bd71affb22067a984a7;1565158290805000000000000
0xc1cce9f67eba75bdb759c8d3170ae5bc29e81d77;652683434205000000000000
0x826bffed9c467d625cf3dc001e8e72f094068f93;143877784362091000000000
